"Incident Counts, Trend"
"All Districts"

"",,,"Year",,,,
"Cooperative Educational Services","=""2430014""","School Policy Violations",21,24,42,30,26
"Cooperative Educational Services","=""2430014""","Sexually Related Behavior","*","*",0,0,0
"Cooperative Educational Services","=""2430014""","Personally Threatening Behavior",20,19,14,"*","*"
"Cooperative Educational Services","=""2430014""","Theft Related Behaviors","*","*",0,"*",0
"Cooperative Educational Services","=""2430014""","Physical and Verbal Confrontation",54,36,33,31,29
"Cooperative Educational Services","=""2430014""","Fighting and Battery",11,12,6,14,9
"Cooperative Educational Services","=""2430014""","Property Damage",9,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Weapons","*","*","*","*","*"
"Cooperative Educational Services","=""2430014""","Drugs, Alcohol, Tobacco",0,"*",0,"*","*"
"Cornwall School District","=""0310011""","Violent Crimes Against Persons",0,0,0,0,0
"Cornwall School District","=""0310011""","School Policy Violations",0,0,0,"*",0
"Cornwall School District","=""0310011""","Sexually Related Behavior",0,0,0,0,0
"Cornwall School District","=""0310011""","Personally Threatening Behavior",0,0,"*","*","*"
"Cornwall School District","=""0310011""","Theft Related Behaviors",0,0,0,0,0
"Cornwall School District","=""0310011""","Physical and Verbal Confrontation",0,0,0,0,"*"
"Cornwall School District","=""0310011""","Fighting and Battery",0,0,0,0,7
"Cornwall School District","=""0310011""","Property Damage",0,0,0,0,0
"Cornwall School District","=""0310011""","Weapons",0,0,0,0,0
"Cornwall School District","=""0310011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Coventry School District","=""0320011""","Violent Crimes Against Persons",0,"*",0,0,"*"
"Coventry School District","=""0320011""","School Policy Violations",211,88,103,67,25
"Coventry School District","=""0320011""","Sexually Related Behavior",10,"*",0,"*","*"
"Coventry School District","=""0320011""","Personally Threatening Behavior",35,10,24,7,6
"Coventry School District","=""0320011""","Theft Related Behaviors","*","*","*","*","*"
"Coventry School District","=""0320011""","Physical and Verbal Confrontation",20,23,34,13,17
"Coventry School District","=""0320011""","Fighting and Battery",19,12,26,9,17
"Coventry School District","=""0320011""","Property Damage",10,0,"*","*","*"
"Coventry School District","=""0320011""","Weapons","*","*","*","*","*"
"Coventry School District","=""0320011""","Drugs, Alcohol, Tobacco",38,22,"*","*",8
"Cromwell School District","=""0330011""","Violent Crimes Against Persons","*",0,0,0,"*"
"Cromwell School District","=""0330011""","School Policy Violations",269,294,192,172,147
"Cromwell School District","=""0330011""","Sexually Related Behavior",11,"*","*",6,"*"
"Cromwell School District","=""0330011""","Personally Threatening Behavior",49,28,38,41,28
"Cromwell School District","=""0330011""","Theft Related Behaviors",12,"*",10,6,"*"
"Cromwell School District","=""0330011""","Physical and Verbal Confrontation",29,0,18,9,12
"Cromwell School District","=""0330011""","Fighting and Battery",42,60,44,33,53
"Cromwell School District","=""0330011""","Property Damage",12,"*","*",7,"*"
"Cromwell School District","=""0330011""","Weapons","*","*","*","*","*"
"Cromwell School District","=""0330011""","Drugs, Alcohol, Tobacco",16,"*","*",13,9
"Danbury School District","=""0340011""","Violent Crimes Against Persons","*",19,8,10,"*"
"Danbury School District","=""0340011""","School Policy Violations",2329,2463,1784,2401,1603
"Danbury School District","=""0340011""","Sexually Related Behavior",6,8,23,14,11
"Danbury School District","=""0340011""","Personally Threatening Behavior",100,53,95,132,96
"Danbury School District","=""0340011""","Theft Related Behaviors",52,41,40,24,12
"Danbury School District","=""0340011""","Physical and Verbal Confrontation",65,70,63,75,45
"Danbury School District","=""0340011""","Fighting and Battery",196,115,177,191,163
"Danbury School District","=""0340011""","Property Damage",19,11,20,11,14
"Danbury School District","=""0340011""","Weapons",17,10,21,12,11
"Danbury School District","=""0340011""","Drugs, Alcohol, Tobacco",41,41,67,62,49
"Darien School District","=""0350011""","Violent Crimes Against Persons",0,0,0,0,0
"Darien School District","=""0350011""","School Policy Violations",35,13,45,18,20
"Darien School District","=""0350011""","Sexually Related Behavior",0,0,0,0,"*"
"Darien School District","=""0350011""","Personally Threatening Behavior","*","*",8,7,"*"
"Darien School District","=""0350011""","Theft Related Behaviors",7,"*","*","*","*"
"Darien School District","=""0350011""","Physical and Verbal Confrontation",7,"*",7,10,"*"
"Darien School District","=""0350011""","Fighting and Battery",10,"*",0,"*","*"
"Darien School District","=""0350011""","Property Damage","*","*",29,0,0
"Darien School District","=""0350011""","Weapons",0,"*","*","*","*"
"Darien School District","=""0350011""","Drugs, Alcohol, Tobacco","*","*",29,22,17
"Deep River School District","=""0360011""","Violent Crimes Against Persons",0,0,"*",0,0
"Deep River School District","=""0360011""","School Policy Violations","*","*",0,"*","*"
"Deep River School District","=""0360011""","Sexually Related Behavior",0,0,0,0,0
"Deep River School District","=""0360011""","Personally Threatening Behavior",0,"*",0,"*","*"
"Deep River School District","=""0360011""","Theft Related Behaviors","*",0,0,0,0
"Deep River School District","=""0360011""","Physical and Verbal Confrontation","*","*","*","*","*"
"Deep River School District","=""0360011""","Fighting and Battery",7,"*",0,"*","*"
"Deep River School District","=""0360011""","Property Damage",0,0,0,0,0
"Deep River School District","=""0360011""","Weapons",0,0,0,0,0
"Deep River School District","=""0360011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Derby School District","=""0370011""","Violent Crimes Against Persons","*","*","*","*","*"
"Derby School District","=""0370011""","School Policy Violations",175,303,262,325,139
"Derby School District","=""0370011""","Sexually Related Behavior","*","*","*",0,"*"
"Derby School District","=""0370011""","Personally Threatening Behavior",22,31,23,27,28
"Derby School District","=""0370011""","Theft Related Behaviors",8,14,"*","*",6
"Derby School District","=""0370011""","Physical and Verbal Confrontation",35,83,46,61,25
"Derby School District","=""0370011""","Fighting and Battery",67,55,58,72,99
"Derby School District","=""0370011""","Property Damage",0,6,"*","*","*"
"Derby School District","=""0370011""","Weapons",10,"*",7,10,"*"
"Derby School District","=""0370011""","Drugs, Alcohol, Tobacco","*","*",11,8,"*"
"East Granby School District","=""0400011""","Violent Crimes Against Persons",0,0,0,0,0
"East Granby School District","=""0400011""","School Policy Violations",20,21,27,29,54
"East Granby School District","=""0400011""","Sexually Related Behavior","*","*","*","*",0
"East Granby School District","=""0400011""","Personally Threatening Behavior","*",8,"*",13,23
"East Granby School District","=""0400011""","Theft Related Behaviors","*",0,"*","*","*"
"East Granby School District","=""0400011""","Physical and Verbal Confrontation","*",7,"*","*",11
"East Granby School District","=""0400011""","Fighting and Battery",9,"*",6,6,"*"
"East Granby School District","=""0400011""","Property Damage",0,"*",0,0,0
"East Granby School District","=""0400011""","Weapons","*","*","*","*",0
"East Granby School District","=""0400011""","Drugs, Alcohol, Tobacco",0,"*",8,"*","*"
"East Haddam School District","=""0410011""","Violent Crimes Against Persons",0,0,0,"*","*"
"East Haddam School District","=""0410011""","School Policy Violations",44,0,0,7,13
"East Haddam School District","=""0410011""","Sexually Related Behavior",0,0,0,"*","*"
"East Haddam School District","=""0410011""","Personally Threatening Behavior",6,0,0,"*","*"
"East Haddam School District","=""0410011""","Theft Related Behaviors","*",0,0,"*",0
"East Haddam School District","=""0410011""","Physical and Verbal Confrontation","*",0,0,6,"*"
"East Haddam School District","=""0410011""","Fighting and Battery",8,0,0,6,0
"East Haddam School District","=""0410011""","Property Damage","*",0,0,"*",0
"East Haddam School District","=""0410011""","Weapons","*",0,0,0,"*"
"East Haddam School District","=""0410011""","Drugs, Alcohol, Tobacco","*",0,0,"*","*"
"East Hampton School District","=""0420011""","Violent Crimes Against Persons","*","*",0,"*","*"
"East Hampton School District","=""0420011""","School Policy Violations",73,28,21,28,52
"East Hampton School District","=""0420011""","Sexually Related Behavior","*","*",8,"*","*"
"East Hampton School District","=""0420011""","Personally Threatening Behavior",17,30,17,13,17
"East Hampton School District","=""0420011""","Theft Related Behaviors","*","*","*","*","*"
"East Hampton School District","=""0420011""","Physical and Verbal Confrontation",10,12,11,8,6
"East Hampton School District","=""0420011""","Fighting and Battery",19,19,16,13,26
"East Hampton School District","=""0420011""","Property Damage","*","*","*","*","*"
"East Hampton School District","=""0420011""","Weapons","*","*","*","*",0
"East Hampton School District","=""0420011""","Drugs, Alcohol, Tobacco","*","*",17,9,"*"
"East Hartford School District","=""0430011""","Violent Crimes Against Persons","*",9,"*",7,7
"East Hartford School District","=""0430011""","School Policy Violations",3735,2465,2764,2923,1891
"East Hartford School District","=""0430011""","Sexually Related Behavior",98,116,77,185,17
"East Hartford School District","=""0430011""","Personally Threatening Behavior",342,276,285,259,266
"East Hartford School District","=""0430011""","Theft Related Behaviors",91,102,86,73,85
"East Hartford School District","=""0430011""","Physical and Verbal Confrontation",1014,763,924,935,897
"East Hartford School District","=""0430011""","Fighting and Battery",205,258,123,80,122
"East Hartford School District","=""0430011""","Property Damage",69,42,42,52,78
"East Hartford School District","=""0430011""","Weapons",27,22,19,16,11
"East Hartford School District","=""0430011""","Drugs, Alcohol, Tobacco",29,24,34,19,36
"East Haven School District","=""0440011""","Violent Crimes Against Persons",7,"*","*",9,9
"East Haven School District","=""0440011""","School Policy Violations",600,487,335,243,406
"East Haven School District","=""0440011""","Sexually Related Behavior",19,15,18,17,7
"East Haven School District","=""0440011""","Personally Threatening Behavior",88,50,57,38,68
"East Haven School District","=""0440011""","Theft Related Behaviors",13,"*","*","*",6
"East Haven School District","=""0440011""","Physical and Verbal Confrontation",46,35,31,19,37
"East Haven School District","=""0440011""","Fighting and Battery",93,51,74,29,65
"East Haven School District","=""0440011""","Property Damage",12,9,6,12,26
"East Haven School District","=""0440011""","Weapons","*",11,"*","*","*"
"East Haven School District","=""0440011""","Drugs, Alcohol, Tobacco",31,30,34,28,12
"East Lyme School District","=""0450011""","Violent Crimes Against Persons",0,0,0,"*",0
"East Lyme School District","=""0450011""","School Policy Violations",100,52,67,110,77
"East Lyme School District","=""0450011""","Sexually Related Behavior",8,6,"*",9,"*"
"East Lyme School District","=""0450011""","Personally Threatening Behavior",28,18,13,16,14
"East Lyme School District","=""0450011""","Theft Related Behaviors",7,"*","*","*","*"
"East Lyme School District","=""0450011""","Physical and Verbal Confrontation",7,7,8,17,8
"East Lyme School District","=""0450011""","Fighting and Battery",29,40,29,41,43
"East Lyme School District","=""0450011""","Property Damage","*","*","*",6,"*"
"East Lyme School District","=""0450011""","Weapons","*","*","*",0,"*"
"East Lyme School District","=""0450011""","Drugs, Alcohol, Tobacco",18,22,11,6,24
"East Windsor School District","=""0470011""","Violent Crimes Against Persons",0,"*",0,0,0
"East Windsor School District","=""0470011""","School Policy Violations",340,206,151,69,116
"East Windsor School District","=""0470011""","Sexually Related Behavior","*","*","*","*",7
"East Windsor School District","=""0470011""","Personally Threatening Behavior",24,27,32,16,25
"East Windsor School District","=""0470011""","Theft Related Behaviors","*",9,17,"*",7
"East Windsor School District","=""0470011""","Physical and Verbal Confrontation","*",20,35,"*",28
"East Windsor School District","=""0470011""","Fighting and Battery",27,97,62,52,62
"East Windsor School District","=""0470011""","Property Damage",0,9,"*","*",9
"East Windsor School District","=""0470011""","Weapons","*","*",9,"*","*"
"East Windsor School District","=""0470011""","Drugs, Alcohol, Tobacco",6,"*",18,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Violent Crimes Against Persons",0,0,0,0,0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","School Policy Violations",17,42,0,73,29
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Sexually Related Behavior","*","*",0,"*",0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Personally Threatening Behavior","*",11,0,"*",7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Theft Related Behaviors",0,"*",0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Physical and Verbal Confrontation","*",9,0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Fighting and Battery",9,6,0,15,44
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Damage","*","*",0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Weapons",0,0,0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Drugs, Alcohol, Tobacco",7,7,0,15,12
"Eastford School District","=""0390011""","Violent Crimes Against Persons",0,0,0,0,0
"Eastford School District","=""0390011""","School Policy Violations","*","*","*",0,"*"
"Eastford School District","=""0390011""","Sexually Related Behavior",0,"*",0,"*",0
"Eastford School District","=""0390011""","Personally Threatening Behavior","*","*","*","*","*"
"Eastford School District","=""0390011""","Theft Related Behaviors",0,0,0,0,0
"Eastford School District","=""0390011""","Physical and Verbal Confrontation","*","*",0,0,0
"Eastford School District","=""0390011""","Fighting and Battery",0,0,0,"*","*"
"Eastford School District","=""0390011""","Property Damage",0,0,0,0,0
"Eastford School District","=""0390011""","Weapons","*",0,"*",0,"*"
"Eastford School District","=""0390011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Easton School District","=""0460011""","Violent Crimes Against Persons",0,0,0,0,0
"Easton School District","=""0460011""","School Policy Violations",0,0,9,"*","*"
"Easton School District","=""0460011""","Sexually Related Behavior",0,0,0,0,0
"Easton School District","=""0460011""","Personally Threatening Behavior",7,"*",6,"*","*"
"Easton School District","=""0460011""","Theft Related Behaviors",0,0,0,"*",0
"Easton School District","=""0460011""","Physical and Verbal Confrontation","*","*","*","*",6
"Easton School District","=""0460011""","Fighting and Battery","*",0,8,"*","*"
"Easton School District","=""0460011""","Property Damage",0,"*",0,0,"*"
"Easton School District","=""0460011""","Weapons","*","*",0,"*",0
"Easton School District","=""0460011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Education Connection","=""2420014""","Violent Crimes Against Persons",0,0,0,0,"*"
"Education Connection","=""2420014""","School Policy Violations",0,"*",24,"*",20
"Education Connection","=""2420014""","Sexually Related Behavior",0,0,0,"*",0
"Education Connection","=""2420014""","Personally Threatening Behavior","*",12,18,13,"*"
"Education Connection","=""2420014""","Theft Related Behaviors",0,0,"*","*",0
"Education Connection","=""2420014""","Physical and Verbal Confrontation","*",21,17,"*",13
"Education Connection","=""2420014""","Fighting and Battery",49,108,9,11,15
"Education Connection","=""2420014""","Property Damage","*","*",0,0,"*"
"Education Connection","=""2420014""","Weapons",0,"*","*",0,0
"Education Connection","=""2420014""","Drugs, Alcohol, Tobacco",0,"*",10,"*","*"
"Ellington School District","=""0480011""","Violent Crimes Against Persons",0,"*","*","*",0
"Ellington School District","=""0480011""","School Policy Violations",184,204,113,157,134
"Ellington School District","=""0480011""","Sexually Related Behavior","*","*","*","*","*"
"Ellington School District","=""0480011""","Personally Threatening Behavior",44,20,"*","*",36
"Ellington School District","=""0480011""","Theft Related Behaviors",8,"*","*",10,"*"
"Ellington School District","=""0480011""","Physical and Verbal Confrontation",29,23,42,59,43
"Ellington School District","=""0480011""","Fighting and Battery",24,15,25,16,27
"Ellington School District","=""0480011""","Property Damage","*","*","*","*",8
"Ellington School District","=""0480011""","Weapons","*","*","*","*","*"
"Ellington School District","=""0480011""","Drugs, Alcohol, Tobacco",27,21,"*","*",10
"Elm City College Preparatory School District","=""2890013""","Violent Crimes Against Persons","*",0,0,0,0
"Elm City College Preparatory School District","=""2890013""","School Policy Violations",460,587,541,278,247
"Elm City College Preparatory School District","=""2890013""","Sexually Related Behavior",0,0,"*","*","*"
"Elm City College Preparatory School District","=""2890013""","Personally Threatening Behavior",21,14,16,"*","*"
"Elm City College Preparatory School District","=""2890013""","Theft Related Behaviors",9,"*",0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Physical and Verbal Confrontation",42,24,56,32,59
"Elm City College Preparatory School District","=""2890013""","Fighting and Battery","*","*",6,0,40
"Elm City College Preparatory School District","=""2890013""","Property Damage","*","*",0,0,"*"
"Elm City College Preparatory School District","=""2890013""","Weapons","*","*",10,"*",0
"Elm City College Preparatory School District","=""2890013""","Drugs, Alcohol, Tobacco","*","*","*","*",9
"Enfield School District","=""0490011""","Violent Crimes Against Persons",0,"*","*","*",0
"Enfield School District","=""0490011""","School Policy Violations",932,1002,835,817,713
"Enfield School District","=""0490011""","Sexually Related Behavior","*",7,6,"*",9
"Enfield School District","=""0490011""","Personally Threatening Behavior",49,43,52,42,32
"Enfield School District","=""0490011""","Theft Related Behaviors",24,20,20,9,10
"Enfield School District","=""0490011""","Physical and Verbal Confrontation",105,105,113,95,79
"Enfield School District","=""0490011""","Fighting and Battery",96,70,46,73,77
"Enfield School District","=""0490011""","Property Damage",8,12,"*",10,"*"
"Enfield School District","=""0490011""","Weapons",16,"*","*",7,7
"Enfield School District","=""0490011""","Drugs, Alcohol, Tobacco",32,52,46,41,52
"Essex School District","=""0500011""","Violent Crimes Against Persons",0,0,0,0,0
"Essex School District","=""0500011""","School Policy Violations",0,0,0,0,0
"Essex School District","=""0500011""","Sexually Related Behavior",0,"*",0,0,0
"Essex School District","=""0500011""","Personally Threatening Behavior",0,"*","*","*",0
"Essex School District","=""0500011""","Theft Related Behaviors",0,0,0,0,0
"Essex School District","=""0500011""","Physical and Verbal Confrontation",0,0,0,0,0
"Essex School District","=""0500011""","Fighting and Battery",0,0,0,0,0
"Essex School District","=""0500011""","Property Damage",0,0,"*",0,0
"Essex School District","=""0500011""","Weapons",0,"*","*",0,0
"Essex School District","=""0500011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Explorations District","=""1480011""","Violent Crimes Against Persons",0,0,0,0,0
"Explorations District","=""1480011""","School Policy Violations",35,0,0,0,0
"Explorations District","=""1480011""","Sexually Related Behavior",0,0,0,0,0
"Explorations District","=""1480011""","Personally Threatening Behavior",0,0,0,0,0
"Explorations District","=""1480011""","Theft Related Behaviors",0,0,0,0,0
"Explorations District","=""1480011""","Physical and Verbal Confrontation",0,0,0,0,0
"Explorations District","=""1480011""","Fighting and Battery",0,0,0,0,0
"Explorations District","=""1480011""","Property Damage","*",0,0,0,0
"Explorations District","=""1480011""","Weapons",0,0,0,0,0
"Explorations District","=""1480011""","Drugs, Alcohol, Tobacco","*",0,0,0,0
"Explorations District","=""2720013""","Violent Crimes Against Persons",0,0,0,"*",0
"Explorations District","=""2720013""","School Policy Violations",35,27,29,13,14
"Explorations District","=""2720013""","Sexually Related Behavior",0,0,0,0,0
"Explorations District","=""2720013""","Personally Threatening Behavior",0,0,0,"*",0
"Explorations District","=""2720013""","Theft Related Behaviors",0,0,0,0,0
"Explorations District","=""2720013""","Physical and Verbal Confrontation",0,0,"*",0,"*"
"Explorations District","=""2720013""","Fighting and Battery",0,0,0,0,0
"Explorations District","=""2720013""","Property Damage","*","*",0,0,"*"
"Explorations District","=""2720013""","Weapons",0,0,0,0,0
"Explorations District","=""2720013""","Drugs, Alcohol, Tobacco","*",7,9,"*",10
"Fairfield School District","=""0510011""","Violent Crimes Against Persons",6,"*","*",0,0
"Fairfield School District","=""0510011""","School Policy Violations",176,217,168,120,156
"Fairfield School District","=""0510011""","Sexually Related Behavior",15,9,"*","*",9
"Fairfield School District","=""0510011""","Personally Threatening Behavior",59,35,22,25,29
"Fairfield School District","=""0510011""","Theft Related Behaviors",39,32,41,11,18
"Fairfield School District","=""0510011""","Physical and Verbal Confrontation",37,58,32,28,59
"Fairfield School District","=""0510011""","Fighting and Battery",64,22,10,30,18
"Fairfield School District","=""0510011""","Property Damage","*",20,25,"*",14
"Fairfield School District","=""0510011""","Weapons",6,"*",8,"*","*"
"Fairfield School District","=""0510011""","Drugs, Alcohol, Tobacco",31,44,77,39,70
"Farmington School District","=""0520011""","Violent Crimes Against Persons","*",0,0,"*","*"
"Farmington School District","=""0520011""","School Policy Violations",22,36,32,19,21
"Farmington School District","=""0520011""","Sexually Related Behavior",0,0,"*","*","*"
"Farmington School District","=""0520011""","Personally Threatening Behavior",20,8,10,9,20
"Farmington School District","=""0520011""","Theft Related Behaviors","*","*","*","*","*"
"Farmington School District","=""0520011""","Physical and Verbal Confrontation",9,11,13,11,11
"Farmington School District","=""0520011""","Fighting and Battery",32,27,28,19,20
"Farmington School District","=""0520011""","Property Damage","*",0,"*","*",0
"Farmington School District","=""0520011""","Weapons","*","*",9,8,"*"
"Farmington School District","=""0520011""","Drugs, Alcohol, Tobacco",16,16,14,7,8
"Franklin School District","=""0530011""","Violent Crimes Against Persons",0,0,0,0,0
"Franklin School District","=""0530011""","School Policy Violations",0,0,"*","*","*"
"Franklin School District","=""0530011""","Sexually Related Behavior",0,0,0,0,"*"
"Franklin School District","=""0530011""","Personally Threatening Behavior",0,"*","*",0,"*"
"Franklin School District","=""0530011""","Theft Related Behaviors",0,0,0,"*",0
"Franklin School District","=""0530011""","Physical and Verbal Confrontation",0,0,"*","*","*"
"Franklin School District","=""0530011""","Fighting and Battery","*",0,6,"*","*"
"Franklin School District","=""0530011""","Property Damage",0,0,0,0,0
"Franklin School District","=""0530011""","Weapons","*",0,0,0,0
"Franklin School District","=""0530011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Glastonbury School District","=""0540011""","Violent Crimes Against Persons",0,0,0,0,0
"Glastonbury School District","=""0540011""","School Policy Violations",116,81,102,80,60
"Glastonbury School District","=""0540011""","Sexually Related Behavior","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Personally Threatening Behavior",23,26,22,25,8
"Glastonbury School District","=""0540011""","Theft Related Behaviors",6,10,11,"*","*"
"Glastonbury School District","=""0540011""","Physical and Verbal Confrontation",7,11,7,13,10
"Glastonbury School District","=""0540011""","Fighting and Battery",17,15,32,11,14
"Glastonbury School District","=""0540011""","Property Damage","*","*",0,"*","*"
"Glastonbury School District","=""0540011""","Weapons","*","*","*","*",0
"Glastonbury School District","=""0540011""","Drugs, Alcohol, Tobacco",40,27,32,19,17
"Granby School District","=""0560011""","Violent Crimes Against Persons",0,0,0,0,0
"Granby School District","=""0560011""","School Policy Violations",37,30,36,34,48
"Granby School District","=""0560011""","Sexually Related Behavior",0,0,"*","*",10
"Granby School District","=""0560011""","Personally Threatening Behavior",16,11,9,7,9
"Granby School District","=""0560011""","Theft Related Behaviors","*",0,0,"*","*"
"Granby School District","=""0560011""","Physical and Verbal Confrontation",17,29,20,29,32
"Granby School District","=""0560011""","Fighting and Battery",9,"*",21,"*",14
"Granby School District","=""0560011""","Property Damage",0,"*","*","*","*"
"Granby School District","=""0560011""","Weapons","*","*","*","*","*"
"Granby School District","=""0560011""","Drugs, Alcohol, Tobacco",9,6,"*",7,"*"
"Great Oaks Charter School District","=""2940013""","Violent Crimes Against Persons",0,0,0,0,0
"Great Oaks Charter School District","=""2940013""","School Policy Violations",0,0,0,61,148
"Great Oaks Charter School District","=""2940013""","Sexually Related Behavior",0,0,0,7,0
"Great Oaks Charter School District","=""2940013""","Personally Threatening Behavior",0,0,0,7,18
"Great Oaks Charter School District","=""2940013""","Theft Related Behaviors",0,0,0,0,0
"Great Oaks Charter School District","=""2940013""","Physical and Verbal Confrontation",0,0,0,66,81
"Great Oaks Charter School District","=""2940013""","Fighting and Battery",0,0,0,11,0
"Great Oaks Charter School District","=""2940013""","Property Damage",0,0,0,"*","*"
"Great Oaks Charter School District","=""2940013""","Weapons",0,0,0,"*",0
"Great Oaks Charter School District","=""2940013""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Greenwich School District","=""0570011""","Violent Crimes Against Persons","*","*","*","*",0
"Greenwich School District","=""0570011""","School Policy Violations",155,116,102,76,63
"Greenwich School District","=""0570011""","Sexually Related Behavior","*",0,0,"*","*"
"Greenwich School District","=""0570011""","Personally Threatening Behavior",16,28,22,36,19
"Greenwich School District","=""0570011""","Theft Related Behaviors",18,12,"*",11,"*"
"Greenwich School District","=""0570011""","Physical and Verbal Confrontation",31,27,12,18,25
"Greenwich School District","=""0570011""","Fighting and Battery",47,44,35,42,26
"Greenwich School District","=""0570011""","Property Damage","*",8,9,8,"*"
"Greenwich School District","=""0570011""","Weapons","*",15,"*",7,6
"Greenwich School District","=""0570011""","Drugs, Alcohol, Tobacco",151,79,78,59,61
"Griswold School District","=""0580011""","Violent Crimes Against Persons","*","*","*",0,0
"Griswold School District","=""0580011""","School Policy Violations",466,317,271,239,136
"Griswold School District","=""0580011""","Sexually Related Behavior","*",6,"*","*",0
"Griswold School District","=""0580011""","Personally Threatening Behavior",30,23,27,21,22
"Griswold School District","=""0580011""","Theft Related Behaviors",6,"*",11,9,"*"
"Griswold School District","=""0580011""","Physical and Verbal Confrontation",49,39,23,25,41
"Griswold School District","=""0580011""","Fighting and Battery",16,13,13,"*","*"
"Griswold School District","=""0580011""","Property Damage","*",0,"*","*","*"
"Griswold School District","=""0580011""","Weapons","*","*",8,6,"*"
"Griswold School District","=""0580011""","Drugs, Alcohol, Tobacco",23,10,33,"*","*"
"Groton School District","=""0590011""","Violent Crimes Against Persons","*","*","*","*","*"
"Groton School District","=""0590011""","School Policy Violations",531,473,580,634,686
"Groton School District","=""0590011""","Sexually Related Behavior","*",8,6,6,"*"
"Groton School District","=""0590011""","Personally Threatening Behavior",91,68,69,83,61
"Groton School District","=""0590011""","Theft Related Behaviors",29,13,17,18,6
"Groton School District","=""0590011""","Physical and Verbal Confrontation",161,135,88,119,111
"Groton School District","=""0590011""","Fighting and Battery",89,43,49,46,43
"Groton School District","=""0590011""","Property Damage",18,7,7,"*","*"
"Groton School District","=""0590011""","Weapons",17,17,9,"*","*"
"Groton School District","=""0590011""","Drugs, Alcohol, Tobacco",22,26,6,10,7
"Guilford School District","=""0600011""","Violent Crimes Against Persons",0,0,"*",0,"*"
"Guilford School District","=""0600011""","School Policy Violations",216,115,117,58,43
"Guilford School District","=""0600011""","Sexually Related Behavior","*",8,"*","*",11
"Guilford School District","=""0600011""","Personally Threatening Behavior",12,8,19,18,19
"Guilford School District","=""0600011""","Theft Related Behaviors",11,"*",0,"*","*"
"Guilford School District","=""0600011""","Physical and Verbal Confrontation",13,27,13,"*","*"
"Guilford School District","=""0600011""","Fighting and Battery",18,9,15,14,12
"Guilford School District","=""0600011""","Property Damage","*",0,"*","*","*"
"Guilford School District","=""0600011""","Weapons",6,6,"*","*","*"
"Guilford School District","=""0600011""","Drugs, Alcohol, Tobacco",10,9,10,"*","*"
"Hamden School District","=""0620011""","Violent Crimes Against Persons","*",8,13,12,"*"
"Hamden School District","=""0620011""","School Policy Violations",1066,1136,909,531,496
"Hamden School District","=""0620011""","Sexually Related Behavior",13,10,10,"*","*"
"Hamden School District","=""0620011""","Personally Threatening Behavior",98,88,101,74,73
"Hamden School District","=""0620011""","Theft Related Behaviors",30,27,20,24,13
"Hamden School District","=""0620011""","Physical and Verbal Confrontation",160,229,231,175,257
"Hamden School District","=""0620011""","Fighting and Battery",124,114,142,170,145
"Hamden School District","=""0620011""","Property Damage",9,10,9,16,11
"Hamden School District","=""0620011""","Weapons",16,16,14,12,12
"Hamden School District","=""0620011""","Drugs, Alcohol, Tobacco",28,13,20,15,13
"Hampton School District","=""0630011""","Violent Crimes Against Persons",0,0,0,0,0
"Hampton School District","=""0630011""","School Policy Violations","*",0,0,0,"*"
"Hampton School District","=""0630011""","Sexually Related Behavior",0,0,0,0,0
"Hampton School District","=""0630011""","Personally Threatening Behavior","*",0,"*",0,0
"Hampton School District","=""0630011""","Theft Related Behaviors","*",0,0,0,"*"
"Hampton School District","=""0630011""","Physical and Verbal Confrontation",0,0,0,0,0
"Hampton School District","=""0630011""","Fighting and Battery","*",0,0,0,0
"Hampton School District","=""0630011""","Property Damage",0,0,0,0,0
"Hampton School District","=""0630011""","Weapons","*",0,0,0,0
"Hampton School District","=""0630011""","Drugs, Alcohol, Tobacco",0,0,0,0,0
"Hartford School District","=""0640011""","Violent Crimes Against Persons",65,68,89,80,52
"Hartford School District","=""0640011""","School Policy Violations",5268,5833,5640,4803,3996
"Hartford School District","=""0640011""","Sexually Related Behavior",81,116,172,90,112
